transaction_id,customer_id,amount,timestamp,payment_method,merchant_category,status,gateway_code,failure_reason,is_retry,retry_count,original_transaction_id,recovered,recovered_amount,recovery_intervention
pay_200015,cust_104388,100.0,2026-06-23 01:02:58.546112,card,Gaming,failed,BAD_REQUEST_PAYMENT_CARD_DECLINED,Insufficient funds or card status issue,False,0,,False,0.0,link
pay_200016,cust_103333,5000.0,2026-06-23 01:05:19.546112,card,Gaming,captured,,,False,0,,False,0.0,none
pay_200017,cust_104058,500.0,2026-06-23 01:08:15.546112,card,Gaming,captured,,,False,0,,False,0.0,none
pay_200018,cust_100038,5932.5,2026-06-23 01:08:53.546112,card,Edtech,captured,,,False,0,,False,0.0,none
pay_200019,cust_102620,100.0,2026-06-23 01:09:15.546112,UPI,Gaming,failed,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,False,0.0,reminder
pay_200020,cust_100509,5761.16,2026-06-23 01:09:31.546112,UPI,Edtech,failed,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,False,0.0,reminder
pay_200021,cust_101199,5000.0,2026-06-23 01:10:35.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_200022,cust_110439,52518.75,2026-06-23 01:11:45.546112,card,Financial Services,captured,,,False,0,,False,0.0,none
pay_200023,cust_100079,31512.97,2026-06-23 01:14:31.546112,netbanking,Edtech,failed,GATEWAY_ERROR_ISSUER_DOWN,Bank issuer down or unresponsive,False,0,,False,0.0,retry
pay_200024,cust_102002,10928.25,2026-06-23 01:17:06.546112,netbanking,Financial Services,captured,,,False,0,,False,0.0,none
pay_200025,cust_103068,9999.0,2026-06-23 01:17:29.546112,UPI,SaaS,failed,GATEWAY_ERROR_ISSUER_DOWN,Bank issuer down or unresponsive,False,0,,False,0.0,retry
pay_200026,cust_104012,2428.72,2026-06-23 01:18:09.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_200027,cust_110413,999.0,2026-06-23 01:19:45.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_200028,cust_111292,17112.25,2026-06-23 01:20:03.546112,card,Edtech,failed,BAD_REQUEST_PAYMENT_CARD_DECLINED,Insufficient funds or card status issue,False,0,,False,0.0,link
pay_200029,cust_101297,34965.0,2026-06-23 01:22:16.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_200030,cust_103482,1000.0,2026-06-23 01:23:15.546112,card,Gaming,captured,,,False,0,,False,0.0,none
pay_200031,cust_108676,9999.0,2026-06-23 01:24:31.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_200032,cust_108360,20081.93,2026-06-23 01:26:49.546112,card,Financial Services,captured,,,False,0,,False,0.0,none
pay_200033,cust_105121,999.0,2026-06-23 01:28:16.546112,netbanking,SaaS,captured,,,False,0,,False,0.0,none
pay_200034,cust_110138,500.0,2026-06-23 01:29:00.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_200035,cust_100959,100.0,2026-06-23 01:31:36.546112,UPI,Gaming,failed,BAD_REQUEST_PAYMENT_OTP_INCORRECT,Incorrect OTP entered,False,0,,False,0.0,reminder
pay_200036,cust_100543,9999.0,2026-06-23 01:32:56.546112,netbanking,SaaS,failed,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,False,0.0,retry
pay_200037,cust_108514,687.36,2026-06-23 01:33:13.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_200038,cust_111912,2752.83,2026-06-23 01:34:19.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_200039,cust_110510,6747.53,2026-06-23 01:35:03.546112,UPI,Edtech,captured,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,True,6747.53,retry
pay_200040,cust_100206,52470.96,2026-06-23 01:35:24.546112,netbanking,Financial Services,captured,,,False,0,,False,0.0,none
pay_200041,cust_111635,1451.22,2026-06-23 01:36:33.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_200042,cust_108951,58958.8,2026-06-23 01:37:47.546112,card,Financial Services,captured,,,False,0,,False,0.0,none
pay_200043,cust_105739,999.0,2026-06-23 01:38:49.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_200044,cust_105913,999.0,2026-06-23 01:39:41.546112,UPI,SaaS,failed,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,False,0.0,retry
pay_200045,cust_101617,56136.52,2026-06-23 01:41:47.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_200046,cust_104753,1308.28,2026-06-23 01:42:44.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_200047,cust_103524,16237.18,2026-06-23 01:43:41.546112,netbanking,Financial Services,captured,,,False,0,,False,0.0,none
pay_200048,cust_100435,1742.63,2026-06-23 01:44:21.546112,UPI,E-commerce,captured,GATEWAY_ERROR_ISSUER_DOWN,Bank issuer down or unresponsive,False,0,,True,1742.63,retry
pay_200049,cust_107094,14999.0,2026-06-23 01:46:35.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_200050,cust_106740,21332.64,2026-06-23 01:47:24.546112,card,Financial Services,captured,BAD_REQUEST_PAYMENT_OTP_INCORRECT,Incorrect OTP entered,False,0,,True,21332.64,reminder
pay_200051,cust_108309,3100.39,2026-06-23 01:49:20.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_200052,cust_107082,21124.61,2026-06-23 01:51:28.546112,UPI,Edtech,captured,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,True,21124.61,retry
pay_200053,cust_104896,817.54,2026-06-23 01:52:04.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_200054,cust_105537,1993.8,2026-06-23 01:53:12.546112,card,E-commerce,failed,BAD_REQUEST_PAYMENT_CARD_BLOCKED,Card blocked by issuer bank,False,0,,False,0.0,none
pay_200055,cust_100195,4934.71,2026-06-23 01:54:59.546112,card,E-commerce,failed,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,False,0.0,retry
pay_200056,cust_100993,9592.69,2026-06-23 01:56:41.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_200057,cust_105238,20994.0,2026-06-23 01:56:56.546112,wallet,Edtech,captured,,,False,0,,False,0.0,none
pay_200058,cust_102683,26292.09,2026-06-23 01:59:31.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_200059,cust_107316,2359.89,2026-06-23 02:00:01.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_200060,cust_104104,5000.0,2026-06-23 02:02:07.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_200061,cust_100113,1000.0,2026-06-23 02:04:45.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_200062,cust_100388,4999.0,2026-06-23 02:06:55.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_200063,cust_100660,9999.0,2026-06-23 02:08:36.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_200064,cust_105368,33369.28,2026-06-23 02:08:52.546112,card,Financial Services,captured,,,False,0,,False,0.0,none
pay_200065,cust_107239,33638.14,2026-06-23 02:09:49.546112,netbanking,Edtech,captured,,,False,0,,False,0.0,none
pay_200066,cust_107253,1120.06,2026-06-23 02:11:06.546112,UPI,Financial Services,captured,GATEWAY_ERROR_ISSUER_DOWN,Bank issuer down or unresponsive,False,0,,True,1120.06,retry
pay_200067,cust_111298,9999.0,2026-06-23 02:13:41.546112,card,SaaS,captured,BAD_REQUEST_PAYMENT_OTP_INCORRECT,Incorrect OTP entered,False,0,,True,9999.0,reminder
pay_200068,cust_102582,500.0,2026-06-23 02:14:12.546112,netbanking,Gaming,captured,,,False,0,,False,0.0,none
pay_200069,cust_106998,28313.51,2026-06-23 02:15:17.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_200070,cust_101195,1999.0,2026-06-23 02:18:10.546112,card,SaaS,failed,BAD_REQUEST_PAYMENT_OTP_INCORRECT,Incorrect OTP entered,False,0,,False,0.0,reminder
pay_200071,cust_105157,30803.46,2026-06-23 02:18:41.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_200072,cust_111686,55013.4,2026-06-23 02:20:05.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_200073,cust_101272,1379.28,2026-06-23 02:20:42.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_200074,cust_104448,500.0,2026-06-23 02:23:15.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_200075,cust_107207,1999.0,2026-06-23 02:25:55.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_200076,cust_106644,999.0,2026-06-23 02:26:59.546112,wallet,SaaS,failed,BAD_REQUEST_PAYMENT_OTP_INCORRECT,Incorrect OTP entered,False,0,,False,0.0,none
pay_200077,cust_104171,58143.68,2026-06-23 02:27:28.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_200078,cust_100413,26742.08,2026-06-23 02:29:01.546112,netbanking,Financial Services,failed,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,False,0.0,reminder
pay_200079,cust_110774,47011.95,2026-06-23 02:31:29.546112,UPI,Financial Services,failed,GATEWAY_ERROR_ISSUER_DOWN,Bank issuer down or unresponsive,False,0,,False,0.0,retry
pay_200080,cust_104495,730.9,2026-06-23 02:33:09.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_200081,cust_111390,4306.01,2026-06-23 02:35:06.546112,netbanking,E-commerce,captured,,,False,0,,False,0.0,none
pay_200082,cust_101166,59853.84,2026-06-23 02:37:50.546112,card,Financial Services,failed,BAD_REQUEST_PAYMENT_CARD_DECLINED,Insufficient funds or card status issue,False,0,,False,0.0,none
pay_200083,cust_100474,250.0,2026-06-23 02:38:29.546112,netbanking,Gaming,captured,,,False,0,,False,0.0,none
pay_200084,cust_101549,250.0,2026-06-23 02:40:39.546112,card,Gaming,captured,,,False,0,,False,0.0,none
pay_200085,cust_107916,14351.25,2026-06-23 02:42:53.546112,card,Financial Services,failed,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,False,0.0,none
pay_200086,cust_110903,7704.21,2026-06-23 02:44:00.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_200087,cust_105734,250.0,2026-06-23 02:45:13.546112,card,Gaming,captured,,,False,0,,False,0.0,none
pay_200088,cust_102656,1553.84,2026-06-23 02:47:20.546112,card,E-commerce,failed,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,False,0.0,none
pay_200089,cust_111936,14025.76,2026-06-23 02:48:13.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_200090,cust_110422,55956.1,2026-06-23 02:50:58.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_200091,cust_104387,999.0,2026-06-23 02:53:27.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_200092,cust_103862,999.0,2026-06-23 02:55:14.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_200093,cust_107513,250.0,2026-06-23 02:56:12.546112,card,Gaming,captured,,,False,0,,False,0.0,none
pay_200094,cust_103115,23220.93,2026-06-23 02:57:22.546112,UPI,Financial Services,failed,GATEWAY_ERROR_ISSUER_DOWN,Bank issuer down or unresponsive,False,0,,False,0.0,retry
pay_200095,cust_100260,22938.78,2026-06-23 02:58:18.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_200096,cust_110033,500.0,2026-06-23 02:59:35.546112,card,Gaming,captured,,,False,0,,False,0.0,none
pay_200097,cust_106941,500.0,2026-06-23 03:00:40.546112,card,Gaming,captured,,,False,0,,False,0.0,none
pay_200098,cust_105051,500.0,2026-06-23 03:02:33.546112,netbanking,Gaming,captured,,,False,0,,False,0.0,none
pay_200099,cust_102217,1022.07,2026-06-23 03:04:44.546112,netbanking,E-commerce,captured,,,False,0,,False,0.0,none
pay_200100,cust_105228,11010.24,2026-06-23 03:06:39.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_200101,cust_111634,24910.93,2026-06-23 03:07:55.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_200102,cust_109058,18643.4,2026-06-23 03:09:56.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_200103,cust_102548,1841.93,2026-06-23 03:12:12.546112,netbanking,E-commerce,captured,,,False,0,,False,0.0,none
pay_200104,cust_103698,4351.53,2026-06-23 03:13:27.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_200105,cust_106396,250.0,2026-06-23 03:16:23.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_200106,cust_106734,73897.32,2026-06-23 03:18:26.546112,card,Financial Services,captured,,,False,0,,False,0.0,none
pay_200107,cust_100968,9364.95,2026-06-23 03:19:10.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_200108,cust_101505,2257.88,2026-06-23 03:21:00.546112,UPI,Financial Services,failed,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,False,0.0,none
pay_200109,cust_105625,15751.36,2026-06-23 03:22:00.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_200110,cust_106572,999.0,2026-06-23 03:22:58.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_200111,cust_106874,33423.76,2026-06-23 03:23:59.546112,card,Edtech,captured,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,True,33423.76,reminder
pay_200112,cust_104363,1391.89,2026-06-23 03:25:47.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_200113,cust_110689,100.0,2026-06-23 03:27:20.546112,netbanking,Gaming,captured,,,False,0,,False,0.0,none
pay_200114,cust_102413,999.0,2026-06-23 03:27:56.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_200115,cust_104344,999.0,2026-06-23 03:30:38.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_200116,cust_105446,250.0,2026-06-23 03:32:55.546112,card,Gaming,failed,BAD_REQUEST_PAYMENT_CARD_DECLINED,Insufficient funds or card status issue,False,0,,False,0.0,none
pay_200117,cust_110351,5000.0,2026-06-23 03:35:31.546112,card,Gaming,captured,,,False,0,,False,0.0,none
pay_200118,cust_110247,36344.23,2026-06-23 03:37:02.546112,card,Financial Services,failed,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,False,0.0,none
pay_200119,cust_101222,33684.91,2026-06-23 03:37:58.546112,UPI,Financial Services,failed,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,False,0.0,none
pay_200120,cust_104474,999.0,2026-06-23 03:40:18.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_200121,cust_104123,18738.78,2026-06-23 03:42:12.546112,wallet,Edtech,captured,,,False,0,,False,0.0,none
pay_200122,cust_108210,100.0,2026-06-23 03:44:20.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_200123,cust_103347,8329.19,2026-06-23 03:45:57.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_200124,cust_110130,79972.31,2026-06-23 03:48:27.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_200125,cust_110570,26397.2,2026-06-23 03:51:07.546112,card,Edtech,captured,,,False,0,,False,0.0,none
pay_200126,cust_100034,250.0,2026-06-23 03:51:37.546112,card,Gaming,captured,,,False,0,,False,0.0,none
pay_200127,cust_104277,38274.8,2026-06-23 03:53:26.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_200128,cust_108667,29262.51,2026-06-23 03:54:37.546112,card,Financial Services,captured,,,False,0,,False,0.0,none
pay_200129,cust_109319,52053.52,2026-06-23 03:55:37.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_200130,cust_100798,733.39,2026-06-23 03:57:18.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_200131,cust_109137,250.0,2026-06-23 03:58:16.546112,wallet,Gaming,captured,,,False,0,,False,0.0,none
pay_200132,cust_101248,500.0,2026-06-23 03:58:37.546112,UPI,Gaming,failed,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,False,0.0,reminder
pay_200133,cust_103909,74290.8,2026-06-23 04:00:54.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_200134,cust_106290,20192.29,2026-06-23 04:01:52.546112,card,Edtech,captured,,,False,0,,False,0.0,none
pay_200135,cust_110415,21611.4,2026-06-23 04:02:25.546112,card,Edtech,captured,,,False,0,,False,0.0,none
pay_200136,cust_100217,500.0,2026-06-23 04:04:28.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_200137,cust_106377,1000.0,2026-06-23 04:05:12.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_200138,cust_109747,999.0,2026-06-23 04:08:07.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_200139,cust_105071,5000.0,2026-06-23 04:10:57.546112,netbanking,Gaming,captured,,,False,0,,False,0.0,none
pay_200140,cust_101046,17104.65,2026-06-23 04:13:24.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_200141,cust_111469,250.0,2026-06-23 04:16:19.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_200142,cust_106958,8604.35,2026-06-23 04:16:53.546112,card,E-commerce,failed,BAD_REQUEST_PAYMENT_CARD_DECLINED,Insufficient funds or card status issue,False,0,,False,0.0,link
pay_200143,cust_101677,512.58,2026-06-23 04:17:35.546112,netbanking,E-commerce,captured,,,False,0,,False,0.0,none
pay_200144,cust_102273,1981.81,2026-06-23 04:18:38.546112,UPI,E-commerce,failed,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,False,0.0,none
pay_200145,cust_100863,1000.0,2026-06-23 04:19:40.546112,UPI,Gaming,failed,GATEWAY_ERROR_ISSUER_DOWN,Bank issuer down or unresponsive,False,0,,False,0.0,retry
pay_200146,cust_108865,999.0,2026-06-23 04:21:41.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_200147,cust_108379,16882.88,2026-06-23 04:22:54.546112,UPI,Edtech,captured,BAD_REQUEST_PAYMENT_OTP_INCORRECT,Incorrect OTP entered,False,0,,True,16882.88,reminder
pay_200148,cust_101309,5000.0,2026-06-23 04:24:16.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_200149,cust_104839,13492.82,2026-06-23 04:25:07.546112,wallet,Edtech,captured,,,False,0,,False,0.0,none
pay_200150,cust_110133,4037.27,2026-06-23 04:27:03.546112,card,Financial Services,captured,,,False,0,,False,0.0,none
pay_200151,cust_110430,1000.0,2026-06-23 04:29:13.546112,UPI,Gaming,captured,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,True,1000.0,retry
pay_200152,cust_101105,1000.0,2026-06-23 04:30:41.546112,card,Gaming,captured,,,False,0,,False,0.0,none
pay_200153,cust_102235,1999.0,2026-06-23 04:32:01.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_200154,cust_103650,9228.21,2026-06-23 04:34:21.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_200155,cust_108736,100.0,2026-06-23 04:36:24.546112,card,Gaming,captured,,,False,0,,False,0.0,none
pay_200156,cust_109483,13292.51,2026-06-23 04:38:13.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_200157,cust_105276,9999.0,2026-06-23 04:41:01.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_200158,cust_107486,38799.98,2026-06-23 04:42:38.546112,card,Financial Services,captured,,,False,0,,False,0.0,none
pay_200159,cust_103495,500.0,2026-06-23 04:44:58.546112,netbanking,Gaming,captured,,,False,0,,False,0.0,none
pay_200160,cust_102792,17178.91,2026-06-23 04:47:44.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_200161,cust_108174,15405.68,2026-06-23 04:50:01.546112,netbanking,Edtech,captured,,,False,0,,False,0.0,none
pay_200162,cust_109843,5834.24,2026-06-23 04:53:00.546112,netbanking,E-commerce,captured,,,False,0,,False,0.0,none
pay_200163,cust_106388,1999.0,2026-06-23 04:55:08.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_200164,cust_111794,24798.41,2026-06-23 04:58:03.546112,netbanking,Edtech,failed,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,False,0.0,retry
pay_200165,cust_111020,1999.0,2026-06-23 05:00:35.546112,UPI,SaaS,captured,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,True,1999.0,reminder
pay_200166,cust_109335,5000.0,2026-06-23 05:01:04.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_200167,cust_107104,590.39,2026-06-23 05:01:25.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_200168,cust_109036,1254.24,2026-06-23 05:04:21.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_200169,cust_106276,1376.64,2026-06-23 05:06:24.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_200170,cust_106867,2969.09,2026-06-23 05:07:33.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_200171,cust_106435,33182.25,2026-06-23 05:07:52.546112,card,Edtech,captured,,,False,0,,False,0.0,none
pay_200172,cust_101341,14999.0,2026-06-23 05:08:50.546112,card,SaaS,captured,GATEWAY_ERROR_TIMED_OUT,Gateway request timed out,False,0,,True,14999.0,retry
pay_200173,cust_110867,500.0,2026-06-23 05:09:40.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_200174,cust_104681,33162.7,2026-06-23 05:10:21.546112,UPI,Financial Services,captured,,,False,0,,False,0.0,none
pay_200175,cust_102140,3868.49,2026-06-23 05:11:47.546112,netbanking,E-commerce,captured,,,False,0,,False,0.0,none
pay_200176,cust_108220,100.0,2026-06-23 05:13:31.546112,netbanking,Gaming,failed,BAD_REQUEST_PAYMENT_TIMED_OUT,Payment session timed out,False,0,,False,0.0,retry
pay_200177,cust_103938,5000.0,2026-06-23 05:15:12.546112,card,Gaming,captured,,,False,0,,False,0.0,none
pay_200178,cust_104000,500.0,2026-06-23 05:17:27.546112,card,Gaming,captured,,,False,0,,False,0.0,none
pay_200179,cust_109678,70863.35,2026-06-23 05:19:06.546112,card,Financial Services,captured,,,False,0,,False,0.0,none
pay_200180,cust_106837,1590.57,2026-06-23 05:20:53.546112,card,Financial Services,failed,BAD_REQUEST_PAYMENT_OTP_INCORRECT,Incorrect OTP entered,False,0,,False,0.0,none
pay_200181,cust_107960,58701.07,2026-06-23 05:22:12.546112,netbanking,Financial Services,captured,,,False,0,,False,0.0,none
pay_200182,cust_111907,14999.0,2026-06-23 05:23:57.546112,card,SaaS,captured,,,False,0,,False,0.0,none
pay_200183,cust_105410,1999.0,2026-06-23 05:24:31.546112,UPI,SaaS,captured,,,False,0,,False,0.0,none
pay_200184,cust_109024,16096.54,2026-06-23 05:26:00.546112,netbanking,Edtech,captured,,,False,0,,False,0.0,none
pay_200185,cust_110489,63868.06,2026-06-23 05:26:28.546112,card,Financial Services,captured,,,False,0,,False,0.0,none
pay_200186,cust_105318,28069.78,2026-06-23 05:27:26.546112,UPI,Edtech,captured,,,False,0,,False,0.0,none
pay_200187,cust_109649,4981.22,2026-06-23 05:30:23.546112,card,E-commerce,captured,,,False,0,,False,0.0,none
pay_200188,cust_109217,25869.07,2026-06-23 05:32:27.546112,card,Edtech,failed,BAD_REQUEST_PAYMENT_OTP_INCORRECT,Incorrect OTP entered,False,0,,False,0.0,none
pay_200189,cust_106511,9999.0,2026-06-23 05:34:49.546112,netbanking,SaaS,captured,,,False,0,,False,0.0,none
pay_200190,cust_109236,1000.0,2026-06-23 05:37:41.546112,card,Gaming,captured,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,True,1000.0,reminder
pay_200191,cust_104410,14999.0,2026-06-23 05:38:05.546112,card,SaaS,failed,BAD_REQUEST_PAYMENT_CARD_DECLINED,Insufficient funds or card status issue,False,0,,False,0.0,link
pay_200192,cust_109344,14999.0,2026-06-23 05:38:41.546112,netbanking,SaaS,failed,GATEWAY_ERROR_ISSUER_DOWN,Bank issuer down or unresponsive,False,0,,False,0.0,retry
pay_200193,cust_107696,500.0,2026-06-23 05:40:17.546112,UPI,Gaming,captured,,,False,0,,False,0.0,none
pay_200194,cust_105582,2093.04,2026-06-23 05:40:49.546112,UPI,E-commerce,failed,GATEWAY_ERROR_ISSUER_DOWN,Bank issuer down or unresponsive,False,0,,False,0.0,none
pay_200195,cust_107898,1000.0,2026-06-23 05:42:40.546112,card,Gaming,captured,,,False,0,,False,0.0,none
pay_200196,cust_110076,1609.81,2026-06-23 05:44:07.546112,UPI,E-commerce,captured,,,False,0,,False,0.0,none
pay_200197,cust_111845,26124.53,2026-06-23 05:46:13.546112,UPI,Edtech,captured,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,True,26124.53,reminder
pay_200198,cust_100367,1990.59,2026-06-23 05:48:09.546112,card,E-commerce,failed,BAD_REQUEST_PAYMENT_CANCELLED_BY_USER,Cancelled by user on payment page,False,0,,False,0.0,none
